title,street,city,state,zipcode,phone,email
West Ocean City Self Storage,Rt 50 Ocean City,Ocean City,Maryland,21842,4102132353,bgoheir@aol.com
Ark Self Storage of Largo,12420 Starkey Road,Largo,Florida,33773,7275841660,largo@arkselfstorage.net
Ulmerton Space Plus Self Storage,13100 66th St. North,Largo,Florida,33773,7272162816,largostorage@storageflorida.com
Mini Mall Storage,"1245 Franklin Boulevard, ON, CA, N1R 7E5",Cambridge,Ontario,N1R 7E5,2269090223,mmscambridge@sparkmail.co
Urbana Closet Space LLC,2006 S. Philo Road,Urbana,Illinois,61802,8774045625,info@closetspacestorage.com
Absolute Storage Inc,201 Armco Blvd,Ashland,Kentucky,41101-7203,,kstone@airequipmentsales.com
Ashland Mini Storage Inc,11 Nickerson Road,Ashland,Massachusetts,01721,5088817923,ashlandstorage@aol.com
Ashland's 126 Self Storage,"162 Pond Street, Suite A, Route 126",Ashland,Massachusetts,01721,5088818550,s.storage@verizon.net
Castle Storall LLC,588 USHighway 250 East,Ashland,Ohio,44805-8919,4192891111,
"Auburn Way Self Storage
Gold Member","4425 Auburn Way N, WA 98002",Auburn,Washington,98002,12532718867,
"Locksley Mini-Storage LLC
Gold Member","12095 Locksley Ln, CA 95602",Auburn,California,95602,15308471400,
Ace Mini Storage,12260 Shale Ridge Road,Auburn,California,95602,5308886464,aceministorage@foothillwireless.net
ALLSTORAGE,450 Grant Avenue Rd,Auburn,New York,13021,3152552338,customerservice@allstorageny.com
Rock Creek Self Storage,11711 Quartz Drive,Auburn,California,,5308868100,rockcreek@norcalselfstorages.com
StorMore Self Storage,1802 A Street SE,Auburn,Washington,98002,2539398200,
"StoreNow, Inc.",71 Vista Parkway,Avon,Indiana,46123,3172720160,jonathan@storenow.org
Northeast Mini Warehouse Center,480 Newbury St.,Danvers,Massachusetts,01923-1033,9787777933,tdowd@wakefieldmoving.com
"Everett Secure Self Storage
Gold Member","11330 4th Ave W, WA 98204",Everett,Washington,98204,4253741182,
Anthem Self Storage,1610 SE Everett Mall Way,Everett,Washington,98208,4253979999,anthemselfstorageeverett@gmail.com
Anthem Self Storage,1610 SE Everett Mall Way,Everett,Washington,98208,4253979999,anthemselfstorageeverett@gmail.com
Sound Storage Management,2701 Wetmore Avenue,Everett,Washington,98201-3526,4252582323,info@soundstoragemanagement.com
Allways Self Storage Inc,85 Grand St.,Kingston,New York,12401-3907,8454711620,
Jones River Storage,26 Wapping Road,Kingston,Massachusetts,02364-1333,7815859486,dgalambos@caton.com
KRT Property Mgmt Inc dba Acorn Self Storage,PO Box 701,Marlborough,Massachusetts,01752,5084819104,
Ameripride Self Storage,28 Pelham Ave,Methuen,Massachusetts,01844-2968,9786822222,ameriprideselfstorage@aol.com
Hampshire Road Self Storage,11 Pine Street,Methuen,Massachusetts,01844-0005,6038944631,dannette-p@comcast.net
Airport Mini Storage,600 Mt.Pleasant Street,New Bedford,Massachusetts,02745-4905,5089951844,vulgaris@comcast.net
Ma's Mini Storage,183 Christian St.,Oxford,Connecticut,06478,2038810266,masministorage@yahoo.com
Bush Street Storage,9408 Bush St,Plymouth,California,95669,2092456442,dml4@netzero.net
MacQueen and Co Inc dba Stow and Go Self Storage,41999 Ann Arbor Rd,Plymouth,Michigan,,,
Plymouth Storage,627 West Main Street,Plymouth,Pennsylvania,18651,5707799568,tina@hancapitalgroup.com
Route 3 Storage LLC,630 Daniel Webster Highway,Plymouth,New Hampshire,03275-3704,6035360033,
Lincoln Storage,3226 State Route 45,Salem,Ohio,44460,3303328888,george@parkerburns.com
North Shore Self Storage co The Dolben Co Inc,38 Swampscott Road,Salem,Massachusetts,,9787457833,nsss@dolben.com
Naylor Mill Self Storage,2309 E. Naylor Mill Road,Salisbury,Maryland,,4103417477,naylormill@verizon.net
222 Central Storage LLC,222 Central St.,Saugus,Massachusetts,01906-2107,7812315990,
Comeau's Mini Storage,20 Walden Pond Ave.,Saugus,Massachusetts,01906,7815851242,brianc6@aol.com
Castle Self-Storage Inc,39 Old Colony Avenue,South Boston,Massachusetts,02127,6172685056,sboston@castleselfstorage.com
A Storage Depot,"900 W. Sproul Road, Suite 301",Springfield,Pennsylvania,19064,6106049800,swatchorn@mckeegroup.net
Ingram Mill Self Storage,419 South Ingram Mill Road,Springfield,Missouri,65802-6112,4178627222,
Northridge Mini Storage,1450 Regent Avenue,Springfield,Ohio,45503-5982,9373992702,tah6352@aol.com
Self Storage Center,PO Box 771,Springfield,Tennessee,37172,6153849962,robert@selfstoragecenter.us
Store All,111 Ogden Rd,Springfield,Ohio,45503-5148,9373250402,
Toy Chest Moving and Storage,112 Marion Court,Springfield,Tennessee,,6153843692,gtwakefield@comcast.net
Store To Door,76 Holton Street,Woburn,Massachusetts,,8888672800,kedgar@storetodoor.com
Mini Mall Storage,"1245 Franklin Boulevard, ON, CA, N1R 7E5",Cambridge,Ontario,N1R 7E5,2269090223,mmscambridge@sparkmail.co
Mini Storage Center,3 Foundry Industrial Park,Lowell,Massachusetts,01852-5100,9784538206,ministore8@aol.com
Fill-It Self Storage,575 N Rd,Westfield,Massachusetts,01085,,
Total Storage Concepts LLC,909 Cranford Ave.,Westfield,New Jersey,,9083031947,ttresnan@comcast.net
Beverly Storage Warehouse,60 Pleasant Street,Beverly,Massachusetts,01915-4212,9789224806,bswtli@yahoo.com
Mullen Self Storage and Mobile Storage Inc,50 Downing Two Park,Pittsfield,Massachusetts,01201-3889,4135285500,info@mullenco.com
Pike Co Storage,PO Box 172,Pittsfield,Illinois,62363,8663009083,gdelease@earthlink.net
Security Self Storage,105 Hawthorne Ave.,Pittsfield,Massachusetts,,4134992845,
Franklin Self Storage,306 Conover Dr,Franklin,Ohio,45005-1958,9377465190,
Security Storage,210 Kathleen Ct S,Franklin,Tennessee,37064-6736,6153902675,burck.stevens@gmail.com
StorageMAX,14 Grove Street,Franklin,Massachusetts,02038,5085200445,davis@storagemax.com
O'Storage,2350 ATLANTA RD,Milford,Michigan,48381,7708501999,
"Mini Storage Mt. Vernon and Burlington
Gold Member","1465 S Burlington Blvd, WA 98233",Burlington,Washington,98233,13603398563,
Burlington Self Storage,35 Ray Ave.,Burlington,Massachusetts,01803,7812700111,infoburl@bssproperties.com
Mini Warehouse of Alamance,1550 Industry Drive,Burlington,North Carolina,27215,3362280769,info@rlpatterson.com
Ray Mini Storage,1400 N Church St,Burlington,North Carolina,27217,3362273677,rss@rayselfstorage.com
Storage Unlimited Burlington,17 Terry Ave,Burlington,Massachusetts,01803,7812731800,storageunlimited@platinumstorage.com
Stor-U-Self Storage,55 Cambridge St.,Burlington,Massachusetts,,7812722899,brandon@storuself.com
Middleboro Mini Storage,15 Spruce Street,Middleboro,Massachusetts,02346-3413,5089461900,marclise@msn.com
Storage Direct Middleboro,104 West Grove Street,Middleboro,Massachusetts,02346,5089234600,middleboro@platinumstorage.com
Storage Direct Middleboro,104 West Grove Street,Middleboro,Massachusetts,02346,5089234600,middleboro@platinumstorage.com
Premier Self Storage,1456 Park Ave. W. Suite E,Mansfield,Ohio,,4195299696,genedeal@neo.rr.com
Store and Lock It,2220 Stumbo Rd.,Mansfield,Ohio,,4195292929,
Bulldog Self Storage,3832 - 172nd St. NE,Arlington,Washington,98223,36065187593606575252,bulldog_self_storage@hotmail.com
MI-BOX of Arlington Virginia,"VA, 22201",Arlington,Virginia,22201,5719466032,miboxarlington@sparkmail.co
Storage Choice,1602 Harwell Dr,Arlington,Texas,75219,8172615427,pglover@storagechoice.com
U-Store Management Corp,1611 North Kent St. #800,Arlington,Virginia,,7032769160,rsellers@u-store.com
Climate Controlled Self Storage Inc,206 North Avenue,Webster,New York,14580,5855456162,info@climatecontrolledselfstorage.com
All Seasons Self Storage,6635 Gordon Road,Wilmington,North Carolina,28411,9107983855,
Dodson Annex Self Storage,1215 Centerville Road,Wilmington,Delaware,19808-6217,3029981234,pricescorner-ss@reybold.com
Junction Self Storage,5044 Carolina Beach Rd,Wilmington,North Carolina,28412,9107911150,treymcg@bellsouth.net
Martin Self Storage Inc,4851 Carolina Beach Road,Wilmington,North Carolina,28412,9107945557,mss5@martinselfstorage.com
North Chase Mini Storage,3311 Enterprise Drive,Wilmington,North Carolina,28405-2118,9103926464,
North Market Self Storage,2523 LaMotte Street,Wilmington,Delaware,19802-4358,3026527766,northmarket-ss@reybold.com
Prices Corner Self Storage,1215 Centerville Road,Wilmington,Delaware,19808-6217,3029981234,pricescorner-ss@reybold.com
Sentinel Self Storage,333 East Lea Boulevard,Wilmington,Delaware,19802,3027646300,ajulian@easternstatesdev.com
Tri-State Self Storage,501 Silverside Road,Wilmington,Delaware,19809,3027921100,pamela@fermassoc.com
Granite Clover Self Storage,6 Caldwell Drive,Amherst,New Hampshire,03031,6038832188,amherst@graniteclover.com
Storage Space,90 Brookfield Road,Charlton,Massachusetts,01507-5336,5082486461,
Town and Country Self Storage Inc,140 Main St,North Reading,Massachusetts,01864,9786644044,
Roslindale Self Storage Inc,44 Lochdale Rd.,Roslindale,Massachusetts,,6179832100,
The Storehouse,221 Springfield Street,Agawam,Massachusetts,01001-1507,4137861848,
Westboro Self Storage,3 Research Dr,Westborough,Massachusetts,01581-3913,5083666289,hwcook@verizon.net
Hillside Self Storage LLC,132 Route 6,Andover,Connecticut,06232,8607421644,hillsideselfslorage@comcast.net
Americas Budget Storage,40671 Joy Rd,Canton,Michigan,48187-4021,7344596444,
Madison County Self Storage,122 Yandell Road,Canton,Mississippi,39046-9259,6018539930,
Ozborn Self Storage,207 North Hargon Street,Canton,Mississippi,39046-3915,6018593433,mozborn@bellsouth.net
Stone Self Storage LLC,PO Box 282,Canton,Mississippi,39046,6015281615,spsv@suscom.net
"Snapbox Self Storage
Gold Member","701 Reading Ave, PA 19611",Reading,Pennsylvania,19611,14843394158,
Green Hills Self Storage,2460 Morgantown Road,Reading,Pennsylvania,19607-9631,6107754090,ellen@emkutz.com
Keystone Self Storage,1107 Commons Blvd,Reading,Pennsylvania,19605,6109267000,
Essex Mini Storage,221 Western Avenue,Essex,Massachusetts,01929,9787687445,info@essexministorage.com
Middle River Self Storage,1010 Middle River Road,Essex,Maryland,21220,4106869600,kdiehl@hotmail.com
"Discovery Park Heated Storage
Gold Member","1470 King St, WA 98229",Bellingham,Washington,98229,13605232592,
Additional Attic,1 Hudson Drive,Southwick,Massachusetts,01077-9546,4135695742,additionalattic@verizon.net
Southwick Self Storage,Po Box 1125,Southwick,Massachusetts,,4135692336,manager@southwickselfstorage.com
Stor- A-Way,2131 Pontiac Road,Auburn Hills,Michigan,48326,2483731003,storaway@mm-b.com
Americas Budget Storage,40671 Joy Rd,Canton,Michigan,48187-4021,7344596444,
Madison County Self Storage,122 Yandell Road,Canton,Mississippi,39046-9259,6018539930,
Ozborn Self Storage,207 North Hargon Street,Canton,Mississippi,39046-3915,6018593433,mozborn@bellsouth.net
Stone Self Storage LLC,PO Box 282,Canton,Mississippi,39046,6015281615,spsv@suscom.net
North Gratiot Secure Mini Storage,44621 North Gratiot Avenue,Clinton Township,Michigan,48036-1316,5864937974,
Evergreen Storage,4000 Alpine Avenue NW,Comstock Park,Michigan,49316,6169545400,sbenner@sbcglobal.net
Schaefer Lyndon Self Storage LLC,14541 Schaefer Hwy,Detroit,Michigan,48227,3132722300,
Pogoda Management Co,"30301 Northwestern Highway, Suite 400",Farmington Hills,Michigan,,2488559676,info@pogodaco.com
Storage Opportunity Partners,"32255 Northwestern Highway, Suite 280",Farmington Hills,Michigan,,2485381237,wfindlay@storagepop.com
"Ferndale Self Storage
Gold Member","5210 La Bounty Dr, WA 98248",Ferndale,Washington,98248,13609191031,
Ferndale Mini Storage,5480 Nielsen Ave,Ferndale,Washington,98248-7820,3603843022,ferndale_mini_storage@hotmail.com
Grand Central Self Storage,3101 Bermuda,Ferndale,Michigan,48220,2485425600,info@grandcentral.biz
Landmark Storage,17939 B Hwy 155 S,Flint,Texas,,9035094546,grlandmark@cox-internet.com
Ironwood Self-Storage,1140 Wilson Ave NW,Grand Rapids,Michigan,49534-3458,6164532982,ironwoodstorage@yahoo.com
Stock-N-Lock Properties Inc,5633 Division Ave S,Grand Rapids,Michigan,49548,6165344040,
Stor-lt,1200 Central Avenue,Holland,Michigan,49423-5230,6163961525,
Village Self Storage,4637 60th Street,Holland,Michigan,49423,6163923000,info@villageselfstorage.net
Lakeland Mini Storage,PO Box 4688,Jackson,Mississippi,,6019822406,McNair@treetopsdev.com
Lakeland Parkway Self Storage,615 E. McDowell Rd,Jackson,Mississippi,39204,6013523963,smsj@stomax.com
S and J Self Storage,2537 Shirley Dr.,Jackson,Michigan,49202-1525,5177898214,srampy7827@aol.com
Sentry Self-Storage,1245 E. McDevitt,Jackson,Michigan,49203,5177831753,info@sentrystoragejackson.com
Storage Stables,3400 South Hwy 89,Jackson,Wyoming,83001,3077336876,storagestables@qwestoffice.net
Tyner Self Storage,5750 I-55 North,Jackson,Mississippi,39211,6019571113,mitch@tynerlawfirm.com
Specialty Storage,805 East Cork Street,Kalamazoo,Michigan,49001-4820,2693833831,mark@nashinc.biz
Westland Self Storage,4724 Creyts Road,Lansing,Michigan,48917,5173222012,westlandstorage@earthlink.net
11 Mile Self Storage,26660 Greenfield,Oak Park,Michigan,48237,8006464786,oakpark@800ministorage.com
Toybox Ltd,6741 Sprinkle Road,Portage,Michigan,,2693278269,dlathrop@toyboxstorage.com
A-AAAA All American Self Storage,3050 Taylor Rd.,Roseville,California,95678,9167869090,
Cirby Self Storage,175 Cirby Way,Roseville,California,95678-6426,9167825255,
CubeSmart,900 Orlando Avenue,Roseville,California,95661,9167827997,STORE0221@CUBESMART.COM
Pleasant Grove Self Storage LLC,7101 Galilee Rd.,Roseville,California,95678-6939,9167721500,pgselfstorage@surewest.net
Storage Direct Roseville,998 Washington Blvd.,Roseville,California,95678,9167868600,roseville@storagedirect.com
Royal Oak Mini-Storage,313 E. Hudson,Royal Oak,Michigan,,2485916580,diane@royaloakrecycling.com
Storage Outlet - South Gate,5911 Firestone Blvd,Southgate,California,90280,5627768666,reservations@prpstorage.com
Maximus Self Storage,33260 Van Dyke,Sterling Heights,Michigan,48312,5869793900,info@maximusselfstorage.com
Taylor Ultra Storage,600 N. Main St.,Taylor,Pennsylvania,,5705627500,uItra13@verizon.net
EZ Storage,1320 E Big Beaver Rd,Troy,Michigan,48083,2485249182,bphillips@nolantx.com
A-1 Affordable Storage,1431 Airway,Waterford,Michigan,48327-1824,2488868800,chuckg@realfi.com
Westland Mini Storage,1600 South Newburgh Road,Westland,Michigan,48186-3804,7347291710,hrjr2643@aol.com
"Storage Star Cheyenne
Gold Member","4405 Van Buren Ave, WY 82001",Cheyenne,Wyoming,82001,13074481413,
"Storage Star Sheridan
Gold Member","5211 Coffeen Ave, WY 82801",Sheridan,Wyoming,82801,13074614421,
AAA Self Storage,1618 E. Park Avenue,Riverton,Wyoming,82501-3858,3078563913,jpepper@wyoming.com
Best Secured Storage LLC,401 West Walnut Street,Gillette,Wyoming,82718-6359,3076824427,sheridan@vcn.com
Place to Store,400 Beckers Circle,Evanston,Wyoming,82930,9259840046,shae@placetostore.com
Place to Store,2559 State Hwy 150 S.,Evanston,Wyoming,82930,9259840046,shae@placetostore.com
Security Storage LLC,2130 Missile Dr,Cheyenne,Wyoming,82001-2655,3076345008,RPhill7087@aol.com
Sheridan Self Storage,1818 Terra Ave.,Sheridan,Wyoming,82801-6111,3076747552,
Storage Stables,3400 South Hwy 89,Jackson,Wyoming,83001,3077336876,storagestables@qwestoffice.net
Sunnyside Self Storage LLC,4902 E Pershing Blvd.,Cheyenne,Wyoming,,3076343511,jbyre@hotrnail.com
Green Top Ypsilanti Self Storage,2225 Parkwood Dr.,Ypsilanti,Michigan,48198,7344800900,
Eastside Selfstorage,21820 N 975 East Road,Pontiac,Illinois,61764,8158423375,sawdaw91@gcacoop.com
Space Place,515 S Telegraph Rd,Pontiac,Michigan,48025,2483328555,ering515@aol.com
Attic Storage LLC,15611 S. Helmer Road,Battle Creek,Michigan,49017,2699628842,atticstorage2@aol.com
Gratiot Storage LLC,4886 Gratiot Road,Saginaw,Michigan,48638,9897939999,ngibbons@howard-steel.com
Americas Storage Center Inc,4011 N. Midland Drive,Midland,Texas,79701,4325206400,
Mom's Storage Units,635 Isabella Street,Midland,Michigan,48640,9898357430,tjohn2207@aol.com
A+ Storage,1725 W Sherman Blvd,Muskegon,Michigan,49441,2317550016,
Gard Dog Storage,3165 Whitehall Rd,Muskegon,Michigan,49445-1059,2317192483,bgbrandt1@comcast.net
Secured Storage Systems,1900 Yeager Street,Port Huron,Michigan,48060-7328,8109855300,
Green Street Storage,6036 Vaux Road,Burton,South Carolina,,6435256359,malcosc@earthlink.net
Wy-Not Store It LLC,4425 - 13th Street,Wyandotte,Michigan,48192,7342853618,wynotstoreit@yahoo.com
Executive Storage Systems,708 North 29th Street,Monroe,Louisiana,71201,3188127807,info@goebp.com
Hideaway Self Storage,504 Finks Hideaway Road Suite 1,Monroe,Louisiana,71203-2471,3183438055,info@hideawayselfstorage.com
K and J Storage LLC,4315 Sterlington Rd.,Monroe,Louisiana,,3183233183,jdemers4315n@bayou.com
North Monroe Self Storage,3451 Bon Aire Drive,Monroe,Louisiana,70458-8676,3183437445,
RBL Storage Inc,7539 Highway 165 North,Monroe,Louisiana,71203-8713,3183875844,rblstorage@bayou.com
Sherlock Storage,15366 S. Dixie Hwy.,Monroe,Michigan,48161,7342424120,info@sherlockstorageofmonroe.com
Affordable Self Storage By Daniel LLC,2378 Hamburg Turnpike,Wayne,New Jersey,07470,9738311313,info@danielmotors.com
Extra Room Self Storage LLC,Po. Box 2715,Mount Pleasant,South Carolina,29465,8438845221,hpoteat@fgigm.com
Bernier Farms Self Storage Inc,316 New Dam Road,Sanford,Maine,04073,2073245606,berniers1@metrocast.net
CubeSmart,3508 South Orlando Drive,Sanford,Florida,32773,4073029300,STORE0696@CUBESMART.COM
"StoragePRO Self Storage of Richmond
Gold Member","101 W Cutting Blvd, CA 94804",Richmond,California,94804,15103795972,
Econo Self Storage Inc,Po. Box 9405,Richmond,Virginia,23228,8043534040,ftmjr@erols.com
Extra Attic Mini Storage,10551 Patterson Avenue,Richmond,Virginia,23238,8047415353,extraatticpatterson@verizon.net
Lok-Tite Self Storage,1609 Fm 359 Road,Richmond,Texas,77469-1258,2813440008,
Main Street Storage,455 E. Main St.,Richmond,Kentucky,40475,8596260021,mainstreetstorage@gmail.com
Pacific Mini Stor LLC,PO Box 2324,Richmond,California,,5104128830,
Parham Road Self Storage LLC,2701 E. Parham Road,Richmond,Virginia,23228,,rhy3@youngblood-tyler.com
Public Storage,30 Brodie Dr,Richmond,Ontario,L4B3M2,9055088485,
Smartbox Portable Self Storage LLC,2100 Dabney Road,Richmond,Virginia,23230,8042820560,richmond@smartboxusa.com
West End SeIf Storage,9120 W Broad St,Richmond,Virginia,23294-5805,8049670771,westendselfstora@aol.com
American Guardian Self Storage,"219 N 7th Street, Suite 2",Grand Haven,Michigan,49417,6168444100,tdevecht@triton.net
Swartz Creek Mini Storage,5256 S. Morrish Rd.,Swartz Creek,Michigan,,8106354455,KarIO1973@aol.com
Safety Lock Storage,6045 West Pierson Road,Flushing,Michigan,48433-2389,8107322266,
Saf- T-Storage,29686 Beck Rd,Wixom,Michigan,48393,2486692999,
Mini Storage Center,3 Foundry Industrial Park,Lowell,Massachusetts,01852-5100,9784538206,ministore8@aol.com
Lighthouse Store-n-Lock,16900 Taft Rd,Spring Lake,Michigan,49456-9774,6168509085,
AAA Attic Storage Centers,1876 Krouse Rd,Owosso,Michigan,48867-9116,9897259556,
Arlington Mr Store It,408 West Arlington Blvd.,Greenville,North Carolina,27834,2527569933,tchapin@nc.rr.com
